addr	symbol	size	class	source	status	fuzzy	alternatives
001d3390	func_001d3390	76	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:68.05
001d3408	func_001d3408	140	loop	lift	exact	100.00	m2c:near:66.94;ghidra:near:51.71
001d3498	func_001d3498	52	branchy	lift	exact	100.00	ghidra:exact:100.0;m2c:near:98.31
001d34d0	func_001d34d0	136	loop	m2c	near	99.97	ghidra:near:88.95;lift:near:53.75
001d35e0	_ZN2YS5BGHIT10check_lineERKN2kn7FVectorES4_i	184	float	ghidra	near	34.85	m2c:near:27.76;lift:compile:0.0
001d37a0	func_001d37a0	112	float	m2c	near	49.48	lift:near:41.79;ghidra:near:20.42
001d38a0	func_001d38a0	540	vu0	lift	near	50.11	ghidra:near:0.0;m2c:near:0.0
001d3ac0	func_001d3ac0	160	vu0	lift	near	57.33	m2c:near:31.93;ghidra:near:0.0
001d3b68	_Z16u_call0_001d3b68v	84	loop	lift	exact	100.00	ghidra:exact:100.0;m2c:near:95.36;e3:near:77.71
001d3c78	func_001d3c78	360	loop	ghidra	near	83.02	lift:near:32.65;m2c:compile:0.0
001d3e40	func_001d3e40	244	loop	m2c	near	88.56	ghidra:near:81.1;lift:near:57.88
001d3f38	func_001d3f38	68	branchy	corpus	near	76.47	lift:near:55.0;m2c:near:53.89;ghidra:near:41.35
001d3f98	func_001d3f98	68	straight	lift	exact	100.00	m2c:near:64.5;ghidra:near:26.47
001d3fe0	func_001d3fe0	148	loop	lift	near	66.19	m2c:near:62.41;ghidra:near:54.77
001d4078	func_001d4078	264	loop	m2c	near	72.51	ghidra:near:59.68
001d4180	func_001d4180	332	loop	lift	near	77.55	ghidra:near:73.17;m2c:compile:0.0
001d42d0	_Z16wtarget_001d42d0jjjj	332	loop	m2c	near	86.46	ghidra:near:80.43;lift:near:75.19;e3:near:69.97
001d4420	func_001d4420	180	branchy	m2c	near	65.50	lift:near:55.15;ghidra:near:49.25
001d44d8	_ZN2Tz6JmInfo13GetLimitEntryEz	80	loop	lift	near	79.05	ghidra:near:79.0;m2c:near:73.77
001d4528	func_001d4528	36	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:75.0
001d45a0	func_001d45a0	612	vu0	lift	near	49.20	ghidra:near:48.78;m2c:near:47.08
001d4818	func_001d4818	148	loop	ghidra	near	73.78	m2c:near:55.51
001d4940	_ZN2YS15SPECIAL_COMMAND6_checkEPNS_3OBJEPNS_12COMMAND_MENUE	412	switch	lift	near	79.58	m2c:near:77.27;ghidra:near:71.28
001d4ae0	func_001d4ae0	216	branchy	lift	near	25.37	m2c:near:12.61;ghidra:near:12.46
001d4d28	func_001d4d28	148	loop	typed	exact	100.00	lift:exact:100.0;m2c:exact:100.0;ghidra:near:81.46
001d4dc0	func_001d4dc0	60	straight	e3	near	90.69	lift:near:77.62;ghidra:near:54.2;m2c:near:54.2
001d4e50	func_001d4e50	160	loop	m2c	near	69.17	ghidra:near:66.07;lift:near:34.6
001d4ef0	func_001d4ef0	80	straight	lift	near	94.76	m2c:near:92.38;ghidra:near:81.36
001d4f40	func_001d4f40	104	float	lift	near	18.74	e3:near:9.76;ghidra:near:0.0;m2c:near:0.0
001d5030	func_001d5030	52	straight	ghidra	exact	100.00	lift:near:98.46;m2c:near:33.67
001d5068	func_001d5068	76	straight	ghidra	near	96.26	m2c:near:63.53;lift:near:33.68
001d50b8	func_001d50b8	220	loop	ghidra	near	49.35	m2c:near:48.44
001d5218	func_001d5218	132	loop	ghidra	near	98.64	lift:near:98.18;m2c:near:90.38
001d52c0	_Z16ctarget_001d52c0jjjj	176	loop	ghidra	near	55.98	m2c:near:47.52;lift:near:45.44
001d5370	func_001d5370	116	straight	ghidra	near	99.59	lift:near:85.59;m2c:near:67.97;e3:near:55.09
001d53e8	_ZN2YS13MISSION_TABLE4InitEv	100	straight	m2c	near	60.57	lift:near:57.89;ghidra:near:55.7;e3:near:10.58
001d5470	func_001d5470	168	branchy	lift	near	95.10	ghidra:near:77.6;m2c:near:77.26
001d5518	func_001d5518	336	branchy	lift	near	80.64	m2c:near:78.16;ghidra:near:59.25
001d5960	func_001d5960	76	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:90.48;corpus:near:78.95
001d59b0	func_001d59b0	108	loop	lift	near	88.07	ghidra:near:71.19;m2c:near:71.03
001d5a58	func_001d5a58	160	loop	m2c	near	42.00	ghidra:near:0.0
001d5b78	func_001d5b78	64	straight	ghidra	near	66.81	lift:near:20.56;m2c:near:0.0
001d5cd0	func_001d5cd0	76	branchy	m2c	near	73.68	lift:near:50.67;ghidra:near:49.16
001d5d20	func_001d5d20	96	loop	ghidra	near	74.29	lift:near:33.59;m2c:near:4.92
001d5d80	func_001d5d80	320	branchy	ghidra	near	92.41	m2c:near:91.51;lift:near:87.32
001d5ec0	func_001d5ec0	108	loop	lift	near	64.41	ghidra:near:49.59;m2c:near:14.33
001d5f30	func_001d5f30	240	loop	m2c	near	96.08	ghidra:near:76.68;lift:near:53.07
001d6088	func_001d6088	132	branchy	lift	near	56.00	m2c:near:36.0;e3:near:0.45;ghidra:near:0.0
001d6148	func_001d6148	108	branchy	ghidra	exact	100.00	lift:near:52.56;m2c:near:52.56
001d61b8	func_001d61b8	248	branchy	lift	near	87.16	m2c:near:63.2;ghidra:near:62.25
001d62b0	func_001d62b0	244	loop	ghidra	near	72.31	m2c:near:71.71;lift:near:67.62;e3:near:62.85
001d63a8	func_001d63a8	332	float	lift	near	76.78	m2c:near:65.36;ghidra:near:55.14
001d6538	func_001d6538	60	straight	lift	exact	100.00	ghidra:near:99.6;m2c:near:99.6
001d65f8	func_001d65f8	408	vu0	ghidra	near	18.19	m2c:near:12.96
001d6790	func_001d6790	192	float	m2c	near	68.54	ghidra:compile:0.0
001d6938	func_001d6938	148	branchy	typed	exact	100.00	lift:exact:100.0;ghidra:near:66.35;e3:near:61.82;m2c:near:60.7
001d69d0	func_001d69d0	88	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:95.61;ghidra:near:81.38;e3:near:48.47
001d6ba0	_ZN2YS10INDICATION4execEv	168	branchy	m2c	near	87.50	lift:near:83.21;ghidra:near:76.67
001d6cc8	func_001d6cc8	56	branchy	lift	near	89.33	m2c:near:78.65;ghidra:near:69.72
001d6d00	func_001d6d00	88	loop	m2c	near	44.42	lift:near:44.09;ghidra:near:32.88
001d6da8	func_001d6da8	96	loop	lift	near	86.37	ghidra:near:78.45;m2c:near:47.25
001d6e08	func_001d6e08	84	loop	typed	exact	100.00	lift:exact:100.0;m2c:near:99.95;e3:near:83.71;ghidra:near:73.73
001d6e60	func_001d6e60	100	straight	m2c	near	48.40	lift:near:8.52;ghidra:compile:0.0
001d6ec8	func_001d6ec8	96	loop	lift	near	77.88	ghidra:near:66.03;m2c:near:22.29
001d6f28	func_001d6f28	216	loop	m2c	near	69.16	ghidra:near:68.63;lift:near:21.27
001d7098	func_001d7098	344	branchy	lift	near	76.51	ghidra:near:42.49;m2c:near:8.72
001d71f0	func_001d71f0	36	branchy	lift	exact	100.00	e3:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
001d7218	func_001d7218	360	branchy	lift	near	86.14	m2c:near:76.01;ghidra:near:57.03
001d7380	func_001d7380	148	branchy	lift	near	85.26	m2c:near:81.46;ghidra:near:71.9
001d74f8	func_001d74f8	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001d7538	func_001d7538	252	float	m2c	near	70.41	ghidra:near:66.84;lift:near:28.86
001d7638	func_001d7638	144	branchy	lift	near	66.46	m2c:near:59.39;ghidra:near:58.67
001d7730	_Z16ctarget_001d7730jjjj	68	float	lift	near	98.82	m2c:near:87.0;ghidra:near:75.17
001d77a0	_Z16u_call0_001d77a0v	136	loop	lift	near	96.15	m2c:near:71.65;ghidra:near:69.82
001d7880	_Z16u_tail0_001d7880v	188	loop	lift	near	89.68	m2c:near:79.29;ghidra:near:50.68
001d7940	_ZN2YS12HE_COLOSSEUM5StartEv	48	straight	lift	exact	100.00	e3:exact:100.0;ghidra:near:99.67;m2c:near:99.67
001d7980	func_001d7980	52	straight	ghidra	near	32.15	m2c:near:27.92;lift:near:0.0
001d79b8	func_001d79b8	80	float	lift	near	68.82	m2c:near:54.2;ghidra:near:44.95;e3:near:0.0
001d7a08	_Z16wtarget_001d7a08jjjj	68	loop	lift	near	70.88	ghidra:near:70.88;m2c:near:70.88;e3:near:27.35
001d7a50	_Z16wtarget_001d7a50jjjj	56	loop	lift	exact	100.00	ghidra:near:97.14;m2c:near:97.07;e3:near:32.88
001d7b10	func_001d7b10	112	loop	lift	near	92.93	ghidra:near:77.89;m2c:compile:0.0
001d7cd0	func_001d7cd0	152	branchy	ghidra	near	76.56	lift:near:67.11;m2c:near:52.05
001d7d68	func_001d7d68	152	branchy	ghidra	near	76.56	lift:near:67.11;m2c:near:52.05
001d7e00	func_001d7e00	52	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:86.67
001d7e78	func_001d7e78	60	branchy	lift	exact	100.00	e3:exact:100.0;m2c:exact:100.0;corpus:near:91.27;ghidra:near:84.41
001d7ec8	func_001d7ec8	72	branchy	ghidra	near	94.74	lift:near:73.89;m2c:near:60.95
001d7f40	func_001d7f40	60	loop	lift	near	80.94	e3:near:58.68;ghidra:near:37.39;m2c:compile:0.0
001d7f80	func_001d7f80	140	loop	m2c	near	99.69	lift:near:99.09;ghidra:near:70.83
001d8070	func_001d8070	124	loop	m2c	near	99.65	lift:near:98.71;ghidra:near:78.28
001d8190	_Z16u_tail4_001d8190jjjj	180	branchy	lift	near	88.57	ghidra:near:87.47;m2c:compile:0.0
001d86a0	_ZN2YS7MISSION8AddCountEii	120	branchy	lift	near	99.33	m2c:near:99.33;ghidra:near:89.85;e3:near:22.13
001d8718	func_001d8718	160	branchy	lift	near	99.75	ghidra:near:84.02;m2c:near:82.92;e3:near:54.41
001d87b8	_ZN2YS7MISSION8GetCountEi	100	branchy	e3	near	98.80	lift:near:95.38;ghidra:near:80.7;m2c:near:73.93
001d8898	func_001d8898	108	branchy	lift	near	93.18	ghidra:near:79.69;m2c:near:73.62
001d89e8	func_001d89e8	236	loop	e3	compile	0.00	m2c:near:86.47;ghidra:near:70.31;lift:near:60.42
001d8ad8	func_001d8ad8	144	branchy	lift	near	85.61	m2c:near:78.78;ghidra:near:68.95
001d8d08	func_001d8d08	148	float	lift	near	99.46	m2c:near:78.59;ghidra:near:74.21
001d8f38	_ZN2YS7MISSION14IsGaugeWarningEi	108	branchy	lift	near	93.18	e3:near:90.89;ghidra:near:79.69;m2c:near:73.62
001d8fa8	func_001d8fa8	124	branchy	m2c	near	93.55	lift:near:87.1;ghidra:near:84.94
001d9148	_ZN2YS7MISSION18GetMaxComboCounterEi	92	branchy	e3	near	98.26	lift:near:95.42;m2c:near:81.52;ghidra:near:77.18
001d9228	_ZN2YS7MISSION15GetComboCounterEi	92	branchy	e3	near	98.26	lift:near:95.42;m2c:near:81.52;ghidra:near:77.18
001d9320	_ZN2YS7MISSION19WarningComboCounterEi	100	branchy	e3	near	95.12	lift:near:92.0;m2c:near:92.0;ghidra:near:71.82
001d94f8	func_001d94f8	312	loop	ghidra	near	83.38	m2c:near:74.15
001d9630	func_001d9630	88	loop	m2c	near	99.41	lift:near:90.91;ghidra:near:88.18
001d9688	_Z16wtarget_001d9688jjjj	52	branchy	lift	near	86.92	m2c:near:83.08;ghidra:near:75.0
001d97c8	func_001d97c8	40	branchy	lift	near	77.30	ghidra:near:32.9;m2c:near:27.9
001d97f0	func_001d97f0	48	branchy	lift	exact	100.00	ghidra:near:99.33;e3:near:74.33;m2c:near:72.92
001d9820	func_001d9820	48	branchy	lift	exact	100.00	ghidra:near:99.33;m2c:near:72.92
001d98a0	_ZN2YS13BATTLE_REPORT15IsFMSecretMovieEv	220	branchy	m2c	near	61.35	lift:near:55.25;ghidra:near:0.0
001d9980	_Z16wtarget_001d9980jjjj	152	branchy	m2c	near	44.16	e3:near:41.45;lift:near:37.47;ghidra:near:22.55
001d9a18	_Z16wtarget_001d9a18jjjj	192	loop	lift	near	63.65	ghidra:near:49.06;m2c:near:45.91
001d9b40	func_001d9b40	296	loop	lift	near	52.50	ghidra:near:41.07;m2c:compile:0.0
001d9c68	func_001d9c68	52	loop	lift	near	49.23	m2c:near:41.79;ghidra:near:39.64
001d9ca0	_Z16wtarget_001d9ca0jjjj	64	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:96.19
001d9d00	_ZN2YS6JIGSAW4InitEv	40	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:83.08
001d9d48	func_001d9d48	64	straight	lift	near	62.19	ghidra:near:61.06;m2c:near:0.88
001d9dd0	func_001d9dd0	92	loop	lift	near	86.52	ghidra:near:85.22;m2c:near:82.96
001d9e30	func_001d9e30	68	branchy	ghidra	near	74.47	m2c:near:60.11;lift:near:55.82
001d9eb0	func_001d9eb0	64	straight	lift	exact	100.00	corpus:near:75.0;m2c:near:71.25;ghidra:near:65.67
001d9ef0	func_001d9ef0	64	straight	lift	exact	100.00	corpus:near:75.0;m2c:near:71.25;ghidra:near:65.67;e3:near:33.27
001d9f30	func_001d9f30	168	branchy	ghidra	near	75.05	m2c:near:58.67;lift:near:51.6
001da070	func_001da070	232	vu0	lift	near	62.39	ghidra:near:30.5;m2c:near:19.38
001da278	func_001da278	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001da3d8	func_001da3d8	32	straight	ghidra	near	14.88	m2c:near:14.75
001da3f8	func_001da3f8	36	straight	ghidra	near	25.56	m2c:near:8.78
001da420	_Z16wtarget_001da420jjjj	56	loop	lift	near	91.67	m2c:near:81.0;ghidra:near:53.07
001da458	func_001da458	124	loop	m2c	near	90.71	lift:near:83.85;ghidra:near:63.03;e3:near:11.13
001da4d8	func_001da4d8	124	branchy	lift	near	44.59	m2c:near:44.52;ghidra:near:20.29
001da558	BdExecVM	2464	float	stub	near	0.00	m2c:compile:0.0
001daef8	func_001daef8	332	vu0	ghidra	near	12.48	m2c:near:8.59
001db198	func_001db198	104	branchy	m2c	near	83.58	ghidra:near:74.73;lift:near:61.77
001db250	func_001db250	68	float	lift	near	62.96	m2c:near:47.3;ghidra:near:41.17
001db298	func_001db298	208	vu0	lift	near	69.33	ghidra:near:14.01;m2c:near:3.51
001db368	func_001db368	212	vu0	lift	near	60.28	ghidra:near:7.75;m2c:compile:0.0
001db440	func_001db440	208	branchy	permute	exact	100.00	m2c:near:98.71;lift:near:47.65;ghidra:near:29.62
001db510	func_001db510	136	vu0	lift	near	82.85	m2c:near:15.47;ghidra:near:0.0
001db5a8	func_001db5a8	104	branchy	lift	exact	100.00	ghidra:near:49.29;m2c:near:48.96
001db688	func_001db688	132	straight	ghidra	near	59.97	lift:near:54.55;e3:near:0.0;m2c:compile:0.0
001db710	func_001db710	132	straight	ghidra	near	59.97	lift:near:54.55;e3:near:0.0;m2c:compile:0.0
001db7d0	func_001db7d0	56	straight	lift	exact	100.00	ghidra:near:98.21;m2c:near:61.29;e3:near:0.0
001db808	func_001db808	72	straight	lift	exact	100.00	m2c:near:53.61;ghidra:near:47.84;e3:near:0.0
001db850	func_001db850	56	loop	ghidra	near	97.50	lift:near:78.0;m2c:compile:0.0
001db888	func_001db888	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:compile:0.0
001db8b8	func_001db8b8	60	branchy	lift	near	56.33	ghidra:near:52.67;m2c:compile:0.0
001db8f8	_Z16ctarget_001db8f8jjjj	84	straight	m2c	near	68.10	lift:near:59.05;ghidra:near:59.05
001db950	func_001db950	84	straight	m2c	near	68.10	lift:near:59.05;ghidra:near:59.05
001db9a8	func_001db9a8	112	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:94.41
001dba18	func_001dba18	108	loop	lift	near	85.89	m2c:near:19.96;ghidra:near:15.11
001dba98	func_001dba98	52	branchy	lift	exact	100.00	m2c:near:83.85;ghidra:near:72.43
001dbad0	func_001dbad0	104	branchy	lift	near	99.00	m2c:near:95.22;ghidra:near:60.51
001dbb38	func_001dbb38	92	loop	ghidra	near	56.26	lift:near:27.61;m2c:near:27.61;e3:near:10.0
001dbc58	func_001dbc58	116	straight	lift	near	64.55	ghidra:near:55.72;m2c:near:42.66
001dbcd0	func_001dbcd0	104	float	lift	near	96.69	m2c:near:78.86;ghidra:near:53.67
001dbd68	func_001dbd68	272	vu0	lift	near	64.89	m2c:near:29.35;ghidra:near:20.51
001dbe78	func_001dbe78	252	float	lift	near	77.05	e3:near:49.77;m2c:near:48.87;ghidra:near:37.91
001dc018	func_001dc018	84	loop	ghidra	near	75.00	lift:near:61.82;m2c:near:39.29
001dc098	_Z16wtarget_001dc098jjjj	164	loop	lift	near	73.41	ghidra:near:56.22;m2c:compile:0.0
001dc140	_Z16wtarget_001dc140jjjj	180	loop	lift	near	74.51	m2c:near:64.36;ghidra:near:49.76
001dc278	func_001dc278	124	float	ghidra	near	63.75	lift:near:60.41;m2c:near:26.8
001dc418	func_001dc418	108	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:89.21;ghidra:near:81.97
001dc488	func_001dc488	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:compile:0.0
001dc4b8	func_001dc4b8	48	straight	lift	exact	100.00	ghidra:near:98.33;m2c:near:71.46
001dc4e8	func_001dc4e8	88	branchy	m2c	exact	100.00	lift:near:84.13;ghidra:near:81.52
001dc558	_ZN3ryj6EFFECT5startEf	152	float	m2c	exact	100.00	lift:near:90.64;ghidra:near:80.0
001dc5f8	_ZN3ryj6EFFECT3posEv	40	straight	typed	exact	100.00	lift:exact:100.0;twins:exact:100.0;m2c:exact:100.0;ghidra:near:93.5;corpus:near:83.25
001dc620	_ZN3ryj6EFFECT5scaleEv	40	straight	typed	exact	100.00	lift:exact:100.0;twins:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.25
001dc648	_ZN3ryj6EFFECT5angleEv	40	straight	typed	exact	100.00	lift:exact:100.0;twins:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.25
001dc670	_ZN3ryj6EFFECT5colorEv	40	straight	typed	exact	100.00	lift:exact:100.0;twins:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.25
001dc738	func_001dc738	84	branchy	m2c	near	95.36	ghidra:near:79.05;lift:near:0.0
001dc790	func_001dc790	84	branchy	ghidra	near	51.76	m2c:near:51.76;lift:near:35.76
001dc7e8	_ZN3ryj6EFFECT7is_loopEv	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
001dc9f0	_ZN3ryj6EFFECT10is_waitingEv	48	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
001dca70	func_001dca70	112	branchy	m2c	near	88.50	ghidra:near:78.32;lift:near:11.64
001dcae0	func_001dcae0	184	float	typed	exact	100.00	lift:exact:100.0;m2c:near:73.3;ghidra:near:38.62
001dcb98	func_001dcb98	104	float	lift	near	91.73	ghidra:near:46.0;e3:near:26.93;m2c:compile:0.0
001dcc60	func_001dcc60	104	branchy	m2c	near	57.15	ghidra:near:56.77;lift:near:39.54
001dccc8	func_001dccc8	88	branchy	ghidra	near	76.82	lift:near:69.77;m2c:near:69.77
001dcd88	func_001dcd88	48	straight	lift	exact	100.00	corpus:near:98.33;ghidra:near:89.83;m2c:near:70.92
001dcdb8	func_001dcdb8	280	straight	lift	near	69.94	ghidra:near:8.47;m2c:compile:0.0
001dced0	func_001dced0	136	branchy	lift	exact	100.00	ghidra:near:96.76;m2c:near:73.18
001dcfb0	func_001dcfb0	60	loop	permute	exact	100.00	lift:near:99.53;m2c:near:93.69;ghidra:near:91.33
001dd2b8	func_001dd2b8	104	branchy	lift	exact	100.00	e3:exact:100.0;ghidra:near:95.38;m2c:near:92.79
001dd320	func_001dd320	580	vu0	lift	near	88.71	ghidra:near:47.29;m2c:near:45.7
001dd568	func_001dd568	312	float	ghidra	near	82.44	lift:near:72.67;m2c:compile:0.0
001dd6a0	_ZN3ryj6EFFECT10SortEffectEv	640	vu0	ghidra	near	4.30	lift:compile:0.0;m2c:compile:0.0
001dd920	func_001dd920	344	loop	lift	near	96.93	ghidra:near:83.55;m2c:near:44.74
001dda78	func_001dda78	180	loop	permute	exact	100.00	lift:near:99.33;m2c:near:94.02;ghidra:near:29.79
001ddb78	func_001ddb78	140	straight	lift	exact	100.00	m2c:near:69.21;ghidra:compile:0.0
001ddc08	func_001ddc08	60	loop	lift	exact	100.00	m2c:near:93.69;ghidra:near:69.33
001ddc48	func_001ddc48	64	loop	lift	exact	100.00	m2c:near:94.06;ghidra:near:58.75
001ddd30	func_001ddd30	84	loop	ghidra	near	67.05	lift:near:48.95;m2c:compile:0.0
001ddd88	func_001ddd88	72	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:81.0;e3:near:28.0
001dddd0	_ZN3ryj3PAX4initEPv	108	branchy	lift	near	75.07	ghidra:near:75.07;m2c:near:63.3
001dde40	_ZN3ryj3PAX6ensureEv	172	loop	lift	near	83.34	e3:near:50.14;m2c:near:25.86;ghidra:near:0.0
001ddef0	func_001ddef0	432	float	m2c	near	90.01	lift:near:86.42;ghidra:near:63.71
001de168	_ZN3ryj3PAX5startEiiiiPv	88	loop	m2c	near	71.36	ghidra:near:64.96;lift:near:49.77;e3:near:32.88
001de228	_ZN3ryj3PAX11start_groupEiiiiPv	184	loop	typed	exact	100.00	lift:exact:100.0;ghidra:near:76.8;m2c:near:64.35
001de328	func_001de328	176	loop	m2c	exact	100.00	ghidra:near:71.77;lift:near:4.88
001de450	func_001de450	96	loop	permute	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0;lift:near:99.58
001de4b0	func_001de4b0	88	loop	lift	near	78.00	m2c:near:48.33;e3:near:39.57;ghidra:near:18.18
001de508	_ZN3ryj3PAX6unbindEPNS_6EFFECTE	92	loop	m2c	exact	100.00	lift:near:96.74;ghidra:near:78.91;e3:near:75.0
001de610	func_001de610	128	loop	lift	exact	100.00	m2c:near:95.15;ghidra:near:93.12
001de7d8	func_001de7d8	48	straight	e3	exact	100.00	lift:near:94.92;ghidra:near:94.92;m2c:near:82.85
001de808	_ZN3ryj3PAX9TaskStartEv	160	branchy	lift	near	93.50	ghidra:near:77.33;m2c:near:46.23
001de8a8	func_001de8a8	104	straight	lift	exact	100.00	m2c:near:83.69;ghidra:near:78.31
001de910	func_001de910	44	straight	e3	compile	0.00	lift:near:94.45;ghidra:near:94.45;m2c:near:94.36
001de948	func_001de948	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:compile:0.0
001de978	func_001de978	48	straight	lift	exact	100.00	ghidra:near:98.33;m2c:near:71.46
001de9a8	func_001de9a8	212	float	m2c	near	88.13	lift:near:76.07;ghidra:near:47.38
001dea80	func_001dea80	212	float	m2c	near	88.13	lift:near:76.07;ghidra:near:47.38
001deb58	func_001deb58	288	float	m2c	near	40.67	lift:near:37.11;ghidra:near:16.83
001dec78	func_001dec78	288	float	m2c	near	40.67	lift:near:37.11;ghidra:near:16.83
001ded98	func_001ded98	120	loop	lift	near	96.26	m2c:near:79.68;ghidra:near:0.63
001dee10	func_001dee10	120	loop	lift	near	96.26	m2c:near:79.68;ghidra:near:0.63
001dee88	func_001dee88	1080	vu0	lift	near	68.91	ghidra:near:0.0;m2c:near:0.0
001df2c0	func_001df2c0	944	vu0	ghidra	near	14.95	m2c:near:0.0
001df670	_ZN3ryj3PAX7MANAGER12get_obj_dataEv	856	vu0	lift	near	71.70	m2c:near:26.68;ghidra:near:0.0
001df9c8	func_001df9c8	108	float	lift	exact	100.00	m2c:near:90.37;ghidra:near:65.86
001dfa38	func_001dfa38	620	float	lift	near	91.73	m2c:near:85.17;ghidra:near:45.94
001dfca8	func_001dfca8	268	float	lift	near	73.39	m2c:near:52.49;e3:near:33.39;ghidra:near:22.41
001dfdb8	func_001dfdb8	204	float	ghidra	near	67.22	m2c:near:51.29;lift:near:37.09
001dfe88	func_001dfe88	336	float	lift	near	41.19	ghidra:near:22.37;m2c:near:0.0
001dffd8	func_001dffd8	124	branchy	ghidra	near	86.29	m2c:near:82.23;lift:near:53.87
001e0058	func_001e0058	84	branchy	typed	exact	100.00	lift:exact:100.0;m2c:exact:100.0;ghidra:near:90.43
001e00b0	func_001e00b0	120	branchy	lift	exact	100.00	ghidra:near:93.75;m2c:near:68.32
001e0128	func_001e0128	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:compile:0.0
001e0158	func_001e0158	48	straight	lift	exact	100.00	ghidra:near:98.33;m2c:near:71.46
001e0188	func_001e0188	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:compile:0.0
001e01b8	func_001e01b8	48	straight	lift	exact	100.00	ghidra:near:98.33;m2c:near:71.46
001e01e8	func_001e01e8	72	loop	lift	exact	100.00	ghidra:near:92.78;m2c:near:89.67
001e0230	func_001e0230	108	loop	lift	near	73.74	ghidra:near:31.26;m2c:near:22.85
001e0348	_Z16wtarget_001e0348jjjj	40	branchy	lift	near	92.40	ghidra:near:92.4;m2c:near:92.3
001e03b0	func_001e03b0	80	branchy	lift	near	0.00	ghidra:near:0.0;m2c:near:0.0
001e0448	_Z16wtarget_001e0448jjjj	552	float	m2c	near	78.96	ghidra:near:27.1;lift:near:0.0
001e06b8	_ZN3ryj5SHAKE4InitEv	152	branchy	lift	near	93.16	ghidra:near:68.39;m2c:near:56.44
001e0750	_Z16wtarget_001e0750jjjj	116	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:0.0
001e08c8	func_001e08c8	144	loop	ghidra	near	31.58	m2c:compile:0.0
001e0958	func_001e0958	64	loop	ghidra	near	97.81	m2c:near:56.11;lift:near:41.25
001e09d0	func_001e09d0	192	float	lift	exact	100.00	m2c:near:81.86;ghidra:near:36.1;e3:near:31.59
001e0d08	func_001e0d08	92	float	ghidra	near	68.22	lift:near:4.26;m2c:near:0.0
001e0d68	func_001e0d68	92	float	ghidra	near	68.22	lift:near:4.26;m2c:near:0.0
001e0de8	func_001e0de8	84	branchy	lift	near	73.76	m2c:near:61.78;ghidra:near:37.89
001e0e50	func_001e0e50	320	vu0	lift	near	66.75	ghidra:near:23.61;m2c:near:0.65
001e0f90	func_001e0f90	64	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:94.06
001e0fe8	func_001e0fe8	124	branchy	lift	near	76.74	ghidra:near:62.42;m2c:near:62.28
001e1070	func_001e1070	240	float	ghidra	near	71.35	e3:near:65.38;lift:near:61.08;m2c:near:54.67
001e1160	func_001e1160	492	vu0	lift	near	80.00	ghidra:near:20.31;m2c:near:0.0
001e1350	func_001e1350	432	float	lift	near	37.06	m2c:near:36.38;ghidra:near:0.0
001e1500	func_001e1500	168	vu0	lift	near	51.31	ghidra:near:0.0;m2c:near:0.0
001e15a8	func_001e15a8	144	float	lift	exact	100.00	m2c:near:81.88;ghidra:near:45.25
