ee_addr	ppc_addr	tier	mangled	demangled	c_ident	params	locals
00143398	0006c770	sim-med	_ZN2dk6Octree16insertDrawObjectEPNS_11ObjDrawListE	dk::Octree::insertDrawObject(dk::ObjDrawList*)	dk__Octree__insertDrawObject	dk::ObjDrawList * obj	void * return_addr
001433e8	0006c8f4	seed	_ZN2dk6Octree21clearObjDrawList_taskEP4TASK	dk::Octree::clearObjDrawList_task(TASK*)	dk__Octree__clearObjDrawList_task	TASK * self	void * return_addr
00143448	0006e680	sim-low	_ZN2dk6Octree14isExistPolygonEt	dk::Octree::isExistPolygon(unsigned short)	dk__Octree__isExistPolygon	const u_short polyId	void * return_addr
00143470	0006e730	sim-low	_ZN2dk6Octree14getDanglePointERN2kn7FVectorERNS_6AabboxES3_S3_S3_S3_Pt	dk::Octree::getDanglePoint(kn::FVector&, dk::Aabbox&, kn::FVector&, kn::FVector&, kn::FVector&, kn::FVector&, unsigned short*)	dk__Octree__getDanglePoint	kn::FVector & pos, dk::Aabbox & box, kn::FVector & point, kn::FVector & vertex0, kn::FVector & vertex1, kn::FVector & dir, u_short * hitpoly	void * return_addr
00143520	0006e294	med	_ZN2dk6Octree16getOnPolygonInfoERKN2kn7FVectorEPNS_13OnPolygonInfoE	dk::Octree::getOnPolygonInfo(kn::FVector const&, dk::OnPolygonInfo*)	dk__Octree__getOnPolygonInfo_2	const kn::FVector & pos, dk::OnPolygonInfo * info	dk::CollisionParam param; void * return_addr
001435a0	0006ba74	high	_ZN2dk6Octree14getSkeltonTypeEPNS_14CollisionParamE	dk::Octree::getSkeltonType(dk::CollisionParam*)	dk__Octree__getSkeltonType	dk::CollisionParam * param	u_short[1024] collInfoTable; u_short tableId; float nearY; u_short onPoly; dk::CollPolygon & polygon; dk::Attr & attr; void * return_addr
00143648	0006ddac	med	_ZN2dk6Octree16getOnPolygonInfoEPNS_14CollisionParamEPNS_13OnPolygonInfoE	dk::Octree::getOnPolygonInfo(dk::CollisionParam*, dk::OnPolygonInfo*)	dk__Octree__getOnPolygonInfo	dk::CollisionParam * param, dk::OnPolygonInfo * info	kn::FVector pos; dk::OctCollFile * collTree; dk::CollPolygon & polygon; dk::Polygon poly; void * return_addr; void * return_addr; u_short[1024] collInfoTable; u_short tableId; float nearY; u_short onPoly; dk::CollPolygon & colpolygon; int colorIndex; void * return_addr; dk::Attr & attr; dk::Attr & attr; void * return_addr
00143860	0006ec48	med	_ZN2dk6Octree12getColorInfoERNS_4LineE	dk::Octree::getColorInfo(dk::Line&)	dk__Octree__getColorInfo	dk::Line & line	YS::COLOR color; kn::FVector crossPoint; u_short polyid; kn::FVector pos; dk::CollPolygon & colpolygon; int colorIndex; void * return_addr
00143928	0006d0c8	sim-high	_ZN2dk6Octree14collisionToMapEPNS_14CollisionParamE	dk::Octree::collisionToMap(dk::CollisionParam*)	dk__Octree__collisionToMap	dk::CollisionParam * param	int ret; float shadowY; int occret; int bgret
00143a48	0006d454	med	_ZN2dk6Octree18intersectFootPrintERNS_4LineERN2kn7FVectorEi	dk::Octree::intersectFootPrint(dk::Line&, kn::FVector&, int)	dk__Octree__intersectFootPrint	dk::Line & line, kn::FVector & crossPoint, int collcharacter	u_short polyid; bool ret; void * return_addr
00143ac0	0006d688	seed	_ZN2dk6Octree16intersectLineMapERNS_4LineERN2kn7FVectorEi	dk::Octree::intersectLineMap(dk::Line&, kn::FVector&, int)	dk__Octree__intersectLineMap	dk::Line & line, kn::FVector & crossPoint, int collcharacter	u_short polyid
00143ae0	0006d548	high	_ZN2dk6Octree16intersectLineMapERNS_4LineERN2kn7FVectorERti	dk::Octree::intersectLineMap(dk::Line&, kn::FVector&, unsigned short&, int)	dk__Octree__intersectLineMap_2	dk::Line & line, kn::FVector & crossPoint, u_short & polyid, int collcharacter	YS::HARDPAD * pad; void * return_addr
00143b60	0006d970	med	_ZN2dk6Octree13intersectLineERNS_4LineERN2kn7FVectorEi	dk::Octree::intersectLine(dk::Line&, kn::FVector&, int)	dk__Octree__intersectLine_2	dk::Line & line, kn::FVector & crossPoint, int collcharacter	u_short polyid; dk::ObjOcc * hitocc
00143b88	0006d7bc	high	_ZN2dk6Octree13intersectLineERNS_4LineERN2kn7FVectorERtRPNS_6ObjOccEi	dk::Octree::intersectLine(dk::Line&, kn::FVector&, unsigned short&, dk::ObjOcc*&, int)	dk__Octree__intersectLine	dk::Line & line, kn::FVector & crossPoint, u_short & polyid, dk::ObjOcc *& hitocc, int collcharacter	bool ret; u_short occ_polyid; u_short map_polyid; YS::HARDPAD * pad; void * return_addr
00143c68	0006daa0	med	_ZN2dk6Octree15intersectLineIkERNS_4LineERN2kn7FVectorE	dk::Octree::intersectLineIk(dk::Line&, kn::FVector&)	dk__Octree__intersectLineIk	dk::Line & line, kn::FVector & crossPoint	u_short polyid; dk::ObjOcc * hitocc; bool ret; void * return_addr
00143d10	0006d9a4	high	_ZN2dk6Octree19intersectLineCameraERNS_4LineERN2kn7FVectorERtRPNS_6ObjOccE	dk::Octree::intersectLineCamera(dk::Line&, kn::FVector&, unsigned short&, dk::ObjOcc*&)	dk__Octree__intersectLineCamera	dk::Line & line, kn::FVector & crossPoint, u_short & polyid, dk::ObjOcc *& hitocc	bool ret; YS::HARDPAD * pad; u_short map_polyid
00143dd0	0006d6b0	high	_ZN2dk6Octree20intersectLineMapKindERNS_4LineERN2kn7FVectorERtii	dk::Octree::intersectLineMapKind(dk::Line&, kn::FVector&, unsigned short&, int, int)	dk__Octree__intersectLineMapKind	dk::Line & line, kn::FVector & crossPoint, u_short & polyid, int kind, int collcharacter	void * return_addr
00143e50	0006dcbc	seed	_ZN2dk6Octree9getNormalEtb	dk::Octree::getNormal(unsigned short, bool)	dk__Octree__getNormal	const u_short polyid, bool camera	void * return_addr
00143ea8	0006e430	sim-low	_ZN2dk6Octree10getPolygonEt	dk::Octree::getPolygon(unsigned short)	dk__Octree__getPolygon	const u_short polyid	void * return_addr
00143ec8	0006e4e0	sim-sib-med	_ZN2dk6Octree8getPlaneEt	dk::Octree::getPlane(unsigned short)	dk__Octree__getPlane	const u_short polyid	void * return_addr
00143ee8	0006dbe0	high	_ZN2dk6Octree7getAttrEtb	dk::Octree::getAttr(unsigned short, bool)	dk__Octree__getAttr	const u_short polyid, bool camera	void * return_addr
00143f28	0006e590	seed	_ZN2dk6Octree11getAttrKindEtb	dk::Octree::getAttrKind(unsigned short, bool)	dk__Octree__getAttrKind	const u_short polyid, bool camera	dk::Attr attr
00143f50	0006e5c0	sim-low	_ZN2dk6Octree9getVertexEtPN2kn7FVectorE	dk::Octree::getVertex(unsigned short, kn::FVector*)	dk__Octree__getVertex	const u_short polyid, kn::FVector * out	void * return_addr
00143f78	002abe18	seed	_Z10pppGetBboxPv	pppGetBbox(void*)	pppGetBbox	void * mng	float * bbox; int i
00144060	0006b748	sim-high	_ZN2dk6Octree21buildOcclusionFrustumEv	dk::Octree::buildOcclusionFrustum()	dk__Octree__buildOcclusionFrustum		kn::FVector eye_pos; void * return_addr
001440e0	0006b888	sim-med	_ZN2dk6Octree12calcSpotSizeEv	dk::Octree::calcSpotSize()	dk__Octree__calcSpotSize		YS::OBJ * player; kn::FVector pos; kn::FVector z; SCREENVECTOR v0; SCREENVECTOR v1; int size
00144250	0006c9cc	high	_ZN2dk6Octree14drawScene_taskEP4TASK	dk::Octree::drawScene_task(TASK*)	dk__Octree__drawScene_task	TASK * self	short[2048] groupNoTable; int TableId; void * return_addr; void * return_addr; void * return_addr
00144450	00087f98	seed	_ZN2dk6Aabbox4initEv	dk::Aabbox::init()	dk__Aabbox__init		
00144490	00087a10	seed	_ZN2dk6AabboxC1Effffff	dk::Aabbox::Aabbox(float, float, float, float, float, float)	dk__Aabbox__Aabbox	float minx, float miny, float minz, float maxx, float maxy, float maxz	void * return_addr; void * return_addr; void * return_addr
001444c8	000879f0	seed	_ZN2dk6AabboxC1ERKN2kn7FVectorES4_	dk::Aabbox::Aabbox(kn::FVector const&, kn::FVector const&)	dk__Aabbox__Aabbox_2	const kn::FVector & point0, const kn::FVector & point1	
001445e8	00087f50	sim-med	_ZN2dk6AabboxC1ERNS_7PolygonE	dk::Aabbox::Aabbox(dk::Polygon&)	dk__Aabbox__Aabbox_4	dk::Polygon & poly	
00144618	00087f70	seed	_ZN2dk6AabboxC1ERKNS_4LineE	dk::Aabbox::Aabbox(dk::Line const&)	dk__Aabbox__Aabbox_3	const dk::Line & line	
00144630	00087c18	sim-med	_ZN2dk6Aabbox3setERNS_7PolygonE	dk::Aabbox::set(dk::Polygon&)	dk__Aabbox__set_3	dk::Polygon & poly	const int max; int i; int i; void * return_addr; void * return_addr; void * return_addr
001447c0	00087fb8	seed	_ZN2dk6Aabbox3setEffffff	dk::Aabbox::set(float, float, float, float, float, float)	dk__Aabbox__set	float minx, float miny, float minz, float maxx, float maxy, float maxz	void * return_addr; void * return_addr; void * return_addr
001447e0	0008781c	seed	_ZN2dk6Aabbox3setERKN2kn7FVectorES4_	dk::Aabbox::set(kn::FVector const&, kn::FVector const&)	dk__Aabbox__set_2	const kn::FVector & point0, const kn::FVector & point1	void * return_addr; void * return_addr; void * return_addr
00144908	000884c0	sim-low	_ZN2dk6Aabbox9getCenterERN2kn7FVectorE	dk::Aabbox::getCenter(kn::FVector&)	dk__Aabbox__getCenter	kn::FVector & center	kn::FVector tmp
001449a8	00088580	high	_ZN2dk6Aabbox9mulMatrixERKN2kn7FMatrixE	dk::Aabbox::mulMatrix(kn::FMatrix const&)	dk__Aabbox__mulMatrix	const kn::FMatrix & matrix	const int MAX; kn::FVector min; kn::FVector max; kn::FVector v; kn::FVector[8] vertex; int i
00144b38	0008822c	med	_ZNK2dk6Aabbox15generateVertex8EPN2kn7FVectorE	dk::Aabbox::generateVertex8(kn::FVector*) const	dk__Aabbox__generateVertex8	kn::FVector * vertex	const float minx; const float miny; const float minz; const float maxx; const float maxy; const float maxz; const float one; float * vertexp
00144be0	0008840c	med	_ZNK2dk6Aabbox19generateDrawVertex8EPN2kn7FVectorE	dk::Aabbox::generateDrawVertex8(kn::FVector*) const	dk__Aabbox__generateDrawVertex8	kn::FVector * vertex	
00144d10	00088144	med	_ZN2dk6Aabbox14intersectInBoxERKS0_	dk::Aabbox::intersectInBox(dk::Aabbox const&)	dk__Aabbox__intersectInBox	const dk::Aabbox & box	
00144d90	000881b8	sim-med	_ZN2dk6Aabbox9fitsInBoxERKS0_	dk::Aabbox::fitsInBox(dk::Aabbox const&)	dk__Aabbox__fitsInBox	const dk::Aabbox & box	
00144e30	000887a4	sim-low	_ZN2dk7SAabboxC1Ev	dk::SAabbox::SAabbox()	dk__SAabbox__SAabbox		
001451e0	000887d8	sim-low	_ZN2dk7SAabbox3setERKNS_6AabboxEi	dk::SAabbox::set(dk::Aabbox const&, int)	dk__SAabbox__set	const dk::Aabbox & box, const int boxType	float fwork; const float LIMIT; const float FL; void * return_addr
00145600	00088a2c	sim-low	_ZN2dk7SAabbox14intersectInBoxERKS0_	dk::SAabbox::intersectInBox(dk::SAabbox const&)	dk__SAabbox__intersectInBox	const dk::SAabbox & box	
00145830	000b0d18	sim-high	_ZN2dk11OctDrawFileC1EPvby	dk::OctDrawFile::OctDrawFile(void*, bool, unsigned long long)	dk__OctDrawFile__OctDrawFile	void * octDrawFile, bool spotBlend, ULONGLONG groupOnBit	void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr; void * return_addr
001459e0	000b3228	sim-rerun-med	_ZN2dk7Polygon8drawLineERN2kn11BoundingBoxEhhhRKNS1_7FMatrixE	dk::Polygon::drawLine(kn::BoundingBox&, unsigned char, unsigned char, unsigned char, kn::FMatrix const&)	dk__Polygon__drawLine	kn::BoundingBox & bb, u_char r, u_char g, u_char b, RCFMatrix mat	kn::Projection m_projection; kn::Camera m_camera; kn::DrawParam param
00145ab8	000b1388	sim-low	_ZN2dk11OctDrawFileD1Ev	dk::OctDrawFile::~OctDrawFile()			
00145cb0	000b1424	sim-high	_ZN2dk11OctDrawFile21calcViewFrustumMatrixEv	dk::OctDrawFile::calcViewFrustumMatrix()	dk__OctDrawFile__calcViewFrustumMatrix		kn::FMatrix clip; kn::FMatrix clipGs
00146078	000b2008	sim-rerun-med	_ZN2dk11OctDrawFile15setDrawMapModelEPN2kn8ModelObjE	dk::OctDrawFile::setDrawMapModel(kn::ModelObj*)	dk__OctDrawFile__setDrawMapModel	kn::ModelObj * drawMapModel	
00146080	000b0ca8	sim-rerun-med	_ZN2dk11OctDrawFile18sethitTableAddressEPs	dk::OctDrawFile::sethitTableAddress(short*)	dk__OctDrawFile__sethitTableAddress	short * adrs	
00146088	000b0434	sim-rerun-med	_ZN2dk11OctDrawFile16occlusionCullingERNS_6AabboxE	dk::OctDrawFile::occlusionCulling(dk::Aabbox&)	dk__OctDrawFile__occlusionCulling	dk::Aabbox & box	const int MAX; int i
00146250	000b0810	sim-med	_ZN2dk11OctDrawFile10drawObjectERKNS_8DrawNodeE	dk::OctDrawFile::drawObject(dk::DrawNode const&)	dk__OctDrawFile__drawObject	const dk::DrawNode & node	dk::ObjDrawList * objdrawlist; kn::FVector * vertexp; const int BOX_VERTEX_MAX; kn::FVector[8] vertex; dk::ViewFrustum::VISIBILITY vis; const dk::ViewFrustum::VISIBILITY visGs
00146390	000b04ec	sim-low	_ZN2dk11OctDrawFile15setNotScisGroupEiRi	dk::OctDrawFile::setNotScisGroup(int, int&)	dk__OctDrawFile__setNotScisGroup	const int node_id, int & tableId	dk::DrawNode & node; const int MAX; void * return_addr; void * return_addr; kn::DrawParam param; int i; int i; const short child
00146498	000b1bf0	sim-med	_ZN2dk11OctDrawFile8drawTreeEiRi	dk::OctDrawFile::drawTree(int, int&)	dk__OctDrawFile__drawTree	const int node_id, int & tableId	dk::DrawNode & node; dk::ViewFrustum::VISIBILITY vis; void * return_addr; void * return_addr; const int MAX; int i; dk::ViewFrustum::VISIBILITY cvis; int i; const short child
00146a58	0009c638	sim-rerun2-med	_ZN2dk16OcclusionFrustum7cullingEPN2kn7FVectorE	dk::OcclusionFrustum::culling(kn::FVector*)	dk__OcclusionFrustum__culling_2	kn::FVector * vertex	const int VERTEX_MAX; int i; int j
00146c08	0009c520	sim-sib-med	_ZN2dk16OcclusionFrustum7cullingERNS_6AabboxE	dk::OcclusionFrustum::culling(dk::Aabbox&)	dk__OcclusionFrustum__culling	dk::Aabbox & box	int i
00146cb0	000b2b98	sim-low	_ZN2dk7Polygon16testInPointYAxisERKN2kn7FVectorE	dk::Polygon::testInPointYAxis(kn::FVector const&)	dk__Polygon__testInPointYAxis	const kn::FVector & pos	kn::FVector[2] edge; kn::FVector cp; const int max; int * next_tbl; int i
00146d28	000ad990	sim-low	_ZN2dk11OctDrawFile20clearNodeObjDrawListEv	dk::OctDrawFile::clearNodeObjDrawList()	dk__OctDrawFile__clearNodeObjDrawList		const int MAX; int i
00146d68	000adb6c	sim-low	_ZN2dk11OctDrawFile16clearObjDrawListEv	dk::OctDrawFile::clearObjDrawList()	dk__OctDrawFile__clearObjDrawList		const int MAX; dk::DrawNode * node; dk::ObjDrawList * objdrawlist; int i
00146f28	000adeac	sim-med	_ZN2dk11OctDrawFile16insertDrawObjectEPNS_11ObjDrawListEb	dk::OctDrawFile::insertDrawObject(dk::ObjDrawList*, bool)	dk__OctDrawFile__insertDrawObject	dk::ObjDrawList * obj, bool parent	dk::ObjDrawList * childobjdrawlist; void * return_addr; void * return_addr
00147050	000ad2d4	sim-med	_ZN2dk11OctDrawFile14findDrawObjectEiPNS_11ObjDrawListEiRi	dk::OctDrawFile::findDrawObject(int, dk::ObjDrawList*, int, int&)	dk__OctDrawFile__findDrawObject	int node_id, dk::ObjDrawList * obj, int depth, int & near_depth	int ret_node; dk::DrawNode & node; void * return_addr; void * return_addr; int i; const short child; int tempnode; void * return_addr
00147140	000ad574	sim-med	_ZN2dk11OctDrawFile19cacheFindDrawObjectEPNS_11ObjDrawListE	dk::OctDrawFile::cacheFindDrawObject(dk::ObjDrawList*)	dk__OctDrawFile__cacheFindDrawObject	dk::ObjDrawList * obj	int node_id; dk::DrawNode & node; int near_depth; void * return_addr; void * return_addr
00147240	000ac648	sim-low	_ZN2dk11OctDrawFile13drawOneObjectEPNS_11ObjDrawListEf	dk::OctDrawFile::drawOneObject(dk::ObjDrawList*, float)	dk__OctDrawFile__drawOneObject	dk::ObjDrawList * objdrawlist, float z	bool hide_one_exit
001472b8	000ab2c8	sim-rerun-med	_ZN2dk11OctDrawFile9quickSortEPPvPfii	dk::OctDrawFile::quickSort(void**, float*, int, int)	dk__OctDrawFile__quickSort	void ** data, float * z, int upper, int lower	float tmp; void * tmpdata; int i; int j; float mid
001473e8	000ae130	sim-high	_ZN2dk11OctDrawFile13drawObjectAllEv	dk::OctDrawFile::drawObjectAll()	dk__OctDrawFile__drawObjectAll		float * ZsortTable; float * ZallTable; dk::ObjInsertList ** objInsertListSort; kn::FVector eye_pos; const int MAX; int sortObjNum; dk::ObjDrawList *[32] shadowdrawlist; const int SMAX; int i; dk::ObjDrawList * objdrawlist; void * return_addr; int i; dk::ObjDrawList * objdrawlist; int shadowCnt; float alpha; int i; dk::ObjInsertList * pt; int[1024] texTable; int startNum; int i; dk::ObjInsertList * pt; void * return_addr; int drawStartNum; int tex; int i; dk::ObjInsertList * pt; void * return_addr; int i
00147810	000ab46c	sim-high	_ZN2dk11OctDrawFile18calcCameraRelativeEPNS_11ObjDrawListE	dk::OctDrawFile::calcCameraRelative(dk::ObjDrawList*)	dk__OctDrawFile__calcCameraRelative	dk::ObjDrawList * objdrawlist	kn::FMatrix mat; kn::FVector pos; kn::FVector rot; kn::Camera invcamera
00147a68	000ab408	sim-low	_ZN2dk11OctDrawFile13isAlphaSpriteEPNS_11ObjDrawListE	dk::OctDrawFile::isAlphaSprite(dk::ObjDrawList*)	dk__OctDrawFile__isAlphaSprite	dk::ObjDrawList * obj	
00147e80	000aea3c	sim-rerun2-med	_ZN2dk17set_screen_offsetEPN2kn9DrawQueueEb	dk::set_screen_offset(kn::DrawQueue*, bool)	dk__set_screen_offset	kn::DrawQueue * que, bool alpha	ULONGLONG xyoffset; short x; short y
00147ed0	000aeaac	sim-rerun2-med	_ZN2dk25set_default_screen_offsetEPN2kn9DrawQueueEb	dk::set_default_screen_offset(kn::DrawQueue*, bool)	dk__set_default_screen_offset	kn::DrawQueue * que, bool alpha	
00147f08	000ab960	sim-med	_ZN2dk11OctDrawFile13drawModelBaseEPNS_11ObjDrawListE	dk::OctDrawFile::drawModelBase(dk::ObjDrawList*)	dk__OctDrawFile__drawModelBase	dk::ObjDrawList * objdrawlist	kn::FMatrix mat; kn::FVector obj_pos; kn::FVector scr_pos; kn::FVector cam_pos; kn::FVector offset; float screenZ; kn::Projection prj; kn::DrawQueue * que; kn::FMatrix inv; kn::DrawQueue * que
00148470	000ac0e0	sim-high	_ZN2dk11OctDrawFile9drawModelEPNS_11ObjDrawListE	dk::OctDrawFile::drawModel(dk::ObjDrawList*)	dk__OctDrawFile__drawModel	dk::ObjDrawList * objdrawlist	const int insertIndex; dk::ObjDrawList * childobjdrawlist
00148528	000ae9ac	sim-low	_ZN2dk11OctDrawFile7showSkyEv	dk::OctDrawFile::showSky()	dk__OctDrawFile__showSky		
00148598	000ab7c4	sim-rerun-med	_ZN2dk11OctDrawFile13drawSkyObjectEPNS_11ObjDrawListE	dk::OctDrawFile::drawSkyObject(dk::ObjDrawList*)	dk__OctDrawFile__drawSkyObject	dk::ObjDrawList * objdrawlist	const short GROUP_NO_TABLE_END; short[2] groupNoTable
00148638	000acf7c	sim-med	_ZN2dk11OctDrawFile12calcLODLevelEPNS_11ObjDrawListEf	dk::OctDrawFile::calcLODLevel(dk::ObjDrawList*, float)	dk__OctDrawFile__calcLODLevel	dk::ObjDrawList * objdrawlist, float length	float M_LOWER; float M_UPPER; float H_LOWER; float H_UPPER; dk::BgObjPos * bgobjpos; u_char level; u_char old; void * return_addr
00148690	000acce0	sim-high	_ZN2dk11OctDrawFile12calcPartsLODEPNS_11ObjDrawListEf	dk::OctDrawFile::calcPartsLOD(dk::ObjDrawList*, float)	dk__OctDrawFile__calcPartsLOD	dk::ObjDrawList * objdrawlist, float length	dk::BgObjPos * bgobjpos; const float FIELD_H_UPPER; const float FIELD_H_LOWER; const float FIELD_M_UPPER; const float FIELD_M_LOWER; const float FIELD_L_UPPER; const float FIELD_L_LOWER; kn::PartsColor * partsP; float fade; void * return_addr
00148890	000ad090	sim-med	_ZN2dk11OctDrawFile8calcObjZEPNS_11ObjDrawListERKN2kn7FVectorE	dk::OctDrawFile::calcObjZ(dk::ObjDrawList*, kn::FVector const&)	dk__OctDrawFile__calcObjZ	dk::ObjDrawList * objdrawlist, const kn::FVector & eye_pos	float length; kn::FVector pos; dk::Line line
00148a08	000ab918	sim-low	_ZN2dk11OctDrawFile20drawRequestOneObjectEPNS_11ObjDrawListE	dk::OctDrawFile::drawRequestOneObject(dk::ObjDrawList*)	dk__OctDrawFile__drawRequestOneObject	dk::ObjDrawList * objdrawlist	
00148c50	000b40c4	sim-low	_ZN2dk11OctDrawFile17selectShadowGroupEiRNS_6AabboxERiiPPNS_11ObjDrawListE	dk::OctDrawFile::selectShadowGroup(int, dk::Aabbox&, int&, int, dk::ObjDrawList**)	dk__OctDrawFile__selectShadowGroup	int node_id, dk::Aabbox & box, int & tableId, int drawFloorLevel, dk::ObjDrawList ** shadowdrawlist	dk::DrawNode & node; int drawFloorLevelup; int drawFloorLeveldown; short * hitTable; const int MAX; void * return_addr; void * return_addr; void * return_addr; int i; const int floorlevel; dk::ViewFrustum::VISIBILITY visGs; kn::DrawParam param; void * return_addr; void * return_addr; int i; const short child; dk::DrawNode & nodec
00148e40	000b3fa0	sim-low	_ZN2dk11OctDrawFile16drawShadowObjectEPNS_11ObjDrawListEPS2_Ri	dk::OctDrawFile::drawShadowObject(dk::ObjDrawList*, dk::ObjDrawList**, int&)	dk__OctDrawFile__drawShadowObject	dk::ObjDrawList * objdrawlist, dk::ObjDrawList ** shadowdrawlist, int & count	dk::ObjDrawList * childobjdrawlist; void * return_addr
00148ef0	000b45e0	sim-low	_ZN2dk11OctDrawFile15drawShadowModelEPPNS_11ObjDrawListEi	dk::OctDrawFile::drawShadowModel(dk::ObjDrawList**, int)	dk__OctDrawFile__drawShadowModel	dk::ObjDrawList ** shadowdrawlist, int max	kn::DrawParam param; dk::ObjDrawList ** cpshadowdrawlist; dk::ObjDrawList * objdrawlist; dk::ObjDrawList * objdrawlist1st; dk::Aabbox shadowBox; float lengthHalf; kn::SHADOW_SIZE shadowSize; int drawFloorLevel; const short GROUP_NO_TABLE_END; short[1024] hitTable; int tableId; int i; kn::DrawParam dparam; void * return_addr
001491d8	000621f8	sim-med	_ZN2dk7MapFileC1Ev	dk::MapFile::MapFile()	dk__MapFile__MapFile		
00149288	000622e0	sim-rerun-med	_ZNK2dk7MapFile18getMapModelAddressEv	dk::MapFile::getMapModelAddress() const	dk__MapFile__getMapModelAddress		
00149290	000622e8	sim-rerun-med	_ZNK2dk7MapFile16getMapTexAddressEv	dk::MapFile::getMapTexAddress() const	dk__MapFile__getMapTexAddress		
00149298	000622f0	sim-rerun-med	_ZNK2dk7MapFile13getOcdAddressEv	dk::MapFile::getOcdAddress() const	dk__MapFile__getOcdAddress		
001492a0	000622f8	sim-rerun-med	_ZNK2dk7MapFile13getOccAddressEv	dk::MapFile::getOccAddress() const	dk__MapFile__getOccAddress		
001492a8	00062300	sim-rerun-med	_ZNK2dk7MapFile13getOchAddressEv	dk::MapFile::getOchAddress() const	dk__MapFile__getOchAddress		
001492b0	00062308	sim-rerun-med	_ZNK2dk7MapFile13getOclAddressEv	dk::MapFile::getOclAddress() const	dk__MapFile__getOclAddress		
001492b8	00062310	sim-sandwich	_ZNK2dk7MapFile13getOwaAddressEv	dk::MapFile::getOwaAddress() const	dk__MapFile__getOwaAddress		
001492c0	00062318	sim-sandwich	_ZNK2dk7MapFile13getMonAddressEv	dk::MapFile::getMonAddress() const	dk__MapFile__getMonAddress		
001492c8	00062320	med	_ZNK2dk7MapFile13getBopAddressEv	dk::MapFile::getBopAddress() const	dk__MapFile__getBopAddress		
